,team_idx,team_home,team_win,rolling_5_team_win,per_shot_all_expanding_mean,per_shot_one_expanding_mean,per_shot_two_expanding_mean,per_shot_three_expanding_mean,rebounds_in_defence_expanding_mean,rebounds_in_attack_expanding_mean,team_per_shot_all_expanding_mean,team_per_shot_one_expanding_mean,team_per_shot_two_expanding_mean,team_per_shot_three_expanding_mean,team_rebounds_in_defence_expanding_mean,team_rebounds_in_attack_expanding_mean,team_per_shot_all_rolling_2_mean,team_per_shot_one_rolling_2_mean,team_per_shot_two_rolling_2_mean,team_per_shot_three_rolling_2_mean,team_rebounds_in_defence_rolling_2_mean,team_rebounds_in_attack_rolling_2_mean,per_shot_all_away_expanding_mean,per_shot_one_away_expanding_mean,per_shot_two_away_expanding_mean,per_shot_three_away_expanding_mean,rebounds_in_defence_away_expanding_mean,rebounds_in_attack_away_expanding_mean,team_per_shot_all_away_expanding_mean,team_per_shot_one_away_expanding_mean,team_per_shot_two_away_expanding_mean,team_per_shot_three_away_expanding_mean,team_rebounds_in_defence_away_expanding_mean,team_rebounds_in_attack_away_expanding_mean,team_per_shot_all_away_rolling_2_mean,team_per_shot_one_away_rolling_2_mean,team_per_shot_two_away_rolling_2_mean,team_per_shot_three_away_rolling_2_mean,team_rebounds_in_defence_away_rolling_2_mean,team_rebounds_in_attack_away_rolling_2_mean,count_team_win_expanding_sum,count_team_loss_expanding_sum,speed_team,speed_team_away,top_1_ill,top_2_ill,top_3_ill,top_4_ill,top_5_ill,top_6_ill,top_7_ill,top_8_ill,top_9_ill,top_10_ill,top_1_ill_away,top_2_ill_away,top_3_ill_away,top_4_ill_away,top_5_ill_away,top_6_ill_away,top_7_ill_away,top_8_ill_away,top_9_ill_away,top_10_ill_away,rank_team_expanding_mean,rank_team_rolling,rank_team_expanding_mean_away,rank_team_rolling_away,team_delta_rolling_2_mean,team_delta_expanding_mean,team_delta_lag_1,match_home_koef,match_away_koef
1699,27,1,0,0.0,0.4691026154589295,0.750678849861353,0.5280013924270545,0.35851074487183054,36.489583333333336,9.760416666666666,0.4393939393939394,0.7537878787878788,0.49852216748768474,0.334375,33.0,10.5,0.4393939393939394,0.7537878787878788,0.49852216748768474,0.334375,33.0,10.5,0.4601793004667644,0.7744124021522842,0.5153913531091774,0.3522088871775959,35.53125,9.958333333333334,0.5147058823529411,0.8145604395604396,0.5489766081871346,0.4643817204301075,42.5,9.0,0.5147058823529411,0.8145604395604396,0.5489766081871346,0.4643817204301075,42.5,9.0,40.0,56.0,2.645833333333333,2.583333333333333,1.9468718967229395,1.7586891757696128,1.4865938430983119,1.1112214498510424,1.0973187686196622,1.0858987090367425,0.7671300893743792,0.743793445878848,0.6678252234359483,0.3445878848063555,2.852035749751738,1.8823237338629588,1.7095332671300891,1.696623634558093,1.5685203574975175,1.4126117179741806,1.3485600794438928,0.7065541211519364,0.46077457795431975,0.11519364448857994,0.25487304254054366,0.2735397670849508,0.27408657641969636,0.25705773868633847,3.0,3.0,-5.0,2.38,1.59
1343,21,1,0,0.4,0.4630493289409786,0.7750340325784113,0.5234647791819815,0.3569578940987713,33.826530612244895,10.020408163265307,0.4821111768184506,0.7530364372469636,0.5803571428571428,0.2954545454545454,33.5,7.0,0.4821111768184506,0.7530364372469636,0.5803571428571428,0.2954545454545454,33.5,7.0,0.47294275937215124,0.7829109624696992,0.5349920796152229,0.36581236548934726,35.60204081632653,10.040816326530612,0.44859936575052856,0.8313492063492063,0.542004048582996,0.3007662835249042,34.0,10.5,0.44859936575052856,0.8313492063492063,0.542004048582996,0.3007662835249042,34.0,10.5,45.0,53.0,2.2395833333333335,2.364583333333333,2.080436941410129,1.5193644488579938,1.4433962264150941,1.1325719960278053,1.071002979145978,0.952333664349553,0.9493545183714001,0.9478649453823238,0.8813306852035749,0.5680238331678249,2.99553128103277,2.862959285004965,1.6380337636544189,0.8545183714001986,0.7984111221449849,0.7894736842105262,0.7303872889771599,0.5183714001986097,0.36395233366434954,0.0,0.3097212453036993,0.2370549014044545,0.31746806173212627,0.3210857332009268,-6.0,-6.0,-7.0,1.38,3.05
552,9,1,0,0.2,0.463416594637028,0.7644977309798214,0.5235221204871301,0.36218046411802807,33.381443298969074,10.11340206185567,0.48068783068783066,0.7394411955815464,0.5244788187128492,0.37912614205717654,34.666666666666664,10.333333333333334,0.45992063492063495,0.7407407407407407,0.5139909553420011,0.3395225464190982,38.5,8.5,0.46024438319981187,0.7553036837819829,0.5264738374738398,0.34545155107437125,33.21649484536083,10.350515463917526,0.47701394213022125,0.8200732600732601,0.5432704495847941,0.3462039752362333,34.333333333333336,10.333333333333334,0.45970695970695974,0.8901098901098901,0.5245830937320299,0.3526392961876833,36.5,11.0,33.0,64.0,2.243055555555556,2.4583333333333335,2.7924528301886786,2.170307845084409,2.048162859980139,1.7234359483614696,1.3838133068520355,1.3152929493545182,1.2040714995034758,0.4076464746772591,0.03277060575968222,0.0,2.4672293942403174,2.1782522343594835,1.4419066534260176,1.4339622641509435,1.3813306852035747,1.1191658391261172,1.1161866931479643,1.0327706057596824,0.9731876861966234,0.0,0.2950079133339092,0.3389606090698444,0.3820148982588776,0.36146971201588873,-12.5,-10.333333333333334,-9.0,3.4,1.32
1772,28,1,1,0.2,0.4756895779271874,0.7673850538888555,0.5499352955188992,0.35431514700163974,34.16326530612245,10.040816326530612,0.4742467731336427,0.8120715950715951,0.5618613046417968,0.34223144067064215,36.8,8.0,0.4813721035892776,0.8276515151515151,0.617816091954023,0.2748768472906404,38.5,8.5,0.47566194046774674,0.7622014489387163,0.5414922363641897,0.3659060573396467,33.785714285714285,10.387755102040817,0.45986820611002815,0.7730892886889889,0.4922673421177907,0.41310461639099144,32.2,10.4,0.447361993160723,0.7965517241379311,0.4950980392156863,0.39620596205962055,30.5,6.5,44.0,54.0,2.395833333333333,2.475,2.2616683217477656,1.993545183714002,1.9433962264150941,1.6608738828202585,1.0317775571002978,0.634558093346574,0.5873882820258192,0.5819265143992055,0.45829195630585895,0.1951340615690168,3.401191658391261,2.635551142005958,1.8818272095332669,1.2423038728897715,1.2219463753723931,1.1608738828202583,0.9721946375372392,0.9483614697120158,0.24776564051638528,0.2100297914597815,0.3595735522212855,0.2907646474677259,0.2646191967743894,0.24897148531706623,8.5,-3.8,3.0,2.39,1.59
20,1,0,1,0.8,0.47341811350965257,0.7962536273514116,0.5445761919623816,0.3663777669324601,34.89719626168224,9.401869158878505,0.44780836245332545,0.8478894501257004,0.5179732549742205,0.35354155282345856,33.0,11.666666666666666,0.47619047619047616,0.8923809523809524,0.5305944055944056,0.409375,27.5,9.0,0.4641662933439398,0.7856179824288428,0.5290615958822856,0.3688951483505948,34.13084112149533,9.869158878504672,0.45383712359351414,0.7902704067442263,0.48493566123437915,0.41248880094710016,32.0,11.222222222222221,0.5065479308538502,0.8746376811594203,0.5645604395604396,0.4337962962962962,29.0,11.0,72.0,35.0,2.5069444444444446,2.2175925925925926,2.9642502482621644,2.958788480635551,2.261171797418073,2.052631578947368,0.9940417080436941,0.7060575968222442,0.6281032770605759,0.5794438927507447,0.44190665342601776,0.2696127110228401,3.8649453823237336,2.6077457795431975,2.5714995034756702,1.2393247269116188,1.1112214498510427,1.035253227408143,0.6817279046673287,0.612711022840119,0.5114200595829196,0.22393247269116184,0.31165708174645607,0.326514399205561,0.2778490987058581,0.2838700524897148,14.5,13.88888888888889,14.0,1.79,2.03
1819,29,1,0,0.2,0.45256756336668497,0.7480751803891516,0.5267833282380487,0.3462100542927622,37.26315789473684,10.073684210526316,0.4379631995911066,0.8477521929824561,0.5151150932400932,0.342525195968645,36.5,10.0,0.4340659340659341,0.9020833333333333,0.5262237762237763,0.3068309070548712,38.0,11.0,0.4490221982881205,0.7504332303462987,0.5182274051434956,0.3480199196801391,36.28421052631579,10.126315789473685,0.4227076686754106,0.6785714285714286,0.48875605326876514,0.32655228758169935,35.25,13.75,0.40186695025404706,0.6865079365079365,0.4910714285714286,0.26666666666666666,35.5,16.0,29.0,66.0,2.0,2.25,1.993545183714002,1.6971201588877853,1.3599801390268123,1.3505461767626612,1.0878848063555115,0.858987090367428,0.6559086395233366,0.6137040714995035,0.5347567030784509,0.5297914597815292,2.454319761668321,2.293445878848063,1.9801390268123138,1.7030784508440913,1.6529294935451833,1.1434955312810327,0.904170804369414,0.7179741807348559,0.13704071499503473,0.0,0.2539975604658484,0.22591857000993046,0.37748966431082925,0.3608076795762992,-18.5,-12.0,-21.0,9.6,1.06
92,2,0,1,0.8,0.46556702522711935,0.7495520650792359,0.5361448728394879,0.36896931037918845,35.13265306122449,10.785714285714286,0.4692972450492212,0.7606351981351981,0.5189260792036113,0.3929889219362903,35.5,11.0,0.4915091930541369,0.7634032634032635,0.6041666666666667,0.3238636363636364,32.5,9.5,0.4543189138854551,0.7539215386565541,0.5308796391195139,0.3517121038731784,33.88775510204081,10.877551020408163,0.46193442995934336,0.7688622334455668,0.5090364641260471,0.38717967004231446,33.5,10.833333333333334,0.4682198180477011,0.7916666666666667,0.5088790233074362,0.3833333333333333,31.5,12.0,46.0,52.0,2.420138888888889,2.357638888888889,2.6633565044687186,2.2532274081429984,2.2130089374379343,1.782522343594836,1.1941410129096326,1.0014895729890765,0.9056603773584906,0.4756703078450844,0.4528301886792453,0.0,1.5148957298907646,1.4801390268123138,1.4384309831181727,1.176762661370407,1.1330685203574973,0.9940417080436941,0.8718967229394239,0.8530287984111222,0.8391261171797417,0.791956305858987,0.3370524137409513,0.3574975173783515,0.2586811548911253,0.2545815654057958,9.5,3.0,9.0,3.8,1.27
455,8,1,0,0.8,0.45954885374460913,0.7959493548836628,0.5270114137683942,0.36392506616581927,34.333333333333336,10.392156862745098,0.44780836245332545,0.8478894501257004,0.5179732549742205,0.35354155282345856,33.0,11.666666666666666,0.47619047619047616,0.8923809523809524,0.5305944055944056,0.409375,27.5,9.0,0.4575848630586423,0.7827155282175118,0.5193749039093452,0.3629497578206819,33.5,9.862745098039216,0.45383712359351414,0.7902704067442263,0.48493566123437915,0.41248880094710016,32.0,11.222222222222221,0.5065479308538502,0.8746376811594203,0.5645604395604396,0.4337962962962962,29.0,11.0,50.0,52.0,2.2175925925925926,2.5069444444444446,3.8649453823237336,2.6077457795431975,2.5714995034756702,1.2393247269116188,1.1112214498510427,1.035253227408143,0.6817279046673287,0.612711022840119,0.5114200595829196,0.22393247269116184,2.9642502482621644,2.958788480635551,2.261171797418073,2.052631578947368,0.9940417080436941,0.7060575968222442,0.6281032770605759,0.5794438927507447,0.44190665342601776,0.2696127110228401,0.2778490987058581,0.2838700524897148,0.31165708174645607,0.326514399205561,-14.5,-13.88888888888889,-14.0,1.79,2.03
923,15,0,0,0.4,0.4704844792642493,0.7609932582656682,0.535763605450476,0.3514630566289765,36.088235294117645,10.03921568627451,0.48329654895666135,0.6745833333333334,0.580831608005521,0.30021328083343585,39.0,7.0,0.46651785714285715,0.6993750000000001,0.5560300207039337,0.2526455026455027,39.5,4.5,0.46238815108408515,0.7814387119891989,0.5178123763708861,0.3538706890129859,35.71568627450981,9.676470588235293,0.4066501508231674,0.8687293099057806,0.42706529334913257,0.37197159565580623,37.0,9.666666666666666,0.40888826971301195,0.8507130124777184,0.41837571780147664,0.386904761904762,41.5,9.0,48.0,54.0,2.277777777777778,2.3541666666666665,2.590367428003971,1.9851042701092352,1.5958291956305857,1.416583912611718,1.2080436941410129,1.106256206554121,0.8614697120158887,0.6514399205561072,0.5491559086395232,0.5332671300893743,2.099801390268123,1.6390268123138032,1.5268123138033765,1.2969215491559085,1.2532274081429988,1.1047666335650448,0.7487586891757696,0.3833167825223436,0.3803376365441906,0.32373386295928497,0.35242192711687104,0.3157894736842105,0.2627724782439573,0.23584905660377356,3.5,-3.6666666666666665,5.0,2.36,1.59
1276,20,1,1,0.0,0.45756673572080037,0.7569704383495337,0.5354085585464753,0.3496885691670883,35.73684210526316,9.589473684210526,0.4264039855072464,0.7944862155388471,0.45896656534954405,0.3847222222222222,36.0,10.5,0.4264039855072464,0.7944862155388471,0.45896656534954405,0.3847222222222222,36.0,10.5,0.4559138916385803,0.7497357738666927,0.5383164891213754,0.34749966857834697,35.747368421052634,9.810526315789474,0.5305944055944056,0.6735294117647059,0.6111742424242423,0.42083333333333334,40.5,5.0,0.5305944055944056,0.6735294117647059,0.6111742424242423,0.42083333333333334,40.5,5.0,21.0,74.0,2.291666666666667,2.552083333333333,1.718470705064548,1.494041708043694,1.3232373386295928,1.211022840119166,1.0610724925521349,0.8684210526315789,0.7591857000993049,0.7199602780536246,0.5342601787487586,0.5104270109235352,3.001489572989076,2.8500496524329693,1.1429990069513405,0.9726911618669314,0.8291956305858986,0.7999006951340616,0.7348560079443892,0.5148957298907646,0.44935451837140017,0.2378351539225422,0.2903070141099382,0.21499503475670304,0.24350804651364527,0.2616683217477656,-12.5,-12.5,-20.0,4.8,1.19
189,4,0,0,0.8,0.46123513693857165,0.7842222656494702,0.5435959378076913,0.35983087051575635,33.77450980392157,9.088235294117647,0.51213282247765,0.7151979565772669,0.5818181818181818,0.41145833333333337,32.0,9.0,0.51213282247765,0.7151979565772669,0.5818181818181818,0.41145833333333337,32.0,9.0,0.4564101345871564,0.7908351988869358,0.5391543114208934,0.3505833779909738,33.73529411764706,9.382352941176471,0.4849264705882353,0.6987179487179487,0.5946557971014492,0.3410174880763116,29.0,8.0,0.4849264705882353,0.6987179487179487,0.5946557971014492,0.3410174880763116,29.0,8.0,58.0,44.0,2.416666666666667,2.40625,2.9026812313803374,2.886295928500496,1.9667328699106255,1.3003972194637536,1.1087388282025818,1.0953326713008937,1.0337636544190665,0.7363455809334657,0.403674280039722,0.0,2.960278053624627,2.363455809334657,2.273088381330685,1.2368421052631577,1.2015888778550148,1.0203574975173781,0.8798411122144986,0.8028798411122144,0.7343594836146969,0.3177755710029791,0.3401825329580999,0.38596491228070173,0.285810379847891,0.25578096183855864,0.5,0.5,9.0,1.93,1.88
130,3,1,1,0.8,0.45800883682119986,0.7842863035727051,0.5249580911757596,0.3630251544753052,34.840425531914896,10.606382978723405,0.51213282247765,0.7151979565772669,0.5818181818181818,0.41145833333333337,32.0,9.0,0.51213282247765,0.7151979565772669,0.5818181818181818,0.41145833333333337,32.0,9.0,0.456510679548663,0.7667865621024297,0.5254857451902691,0.354887397962996,34.180851063829785,11.042553191489361,0.4849264705882353,0.6987179487179487,0.5946557971014492,0.3410174880763116,29.0,8.0,0.4849264705882353,0.6987179487179487,0.5946557971014492,0.3410174880763116,29.0,8.0,34.0,60.0,2.40625,2.416666666666667,2.960278053624627,2.363455809334657,2.273088381330685,1.2368421052631577,1.2015888778550148,1.0203574975173781,0.8798411122144986,0.8028798411122144,0.7343594836146969,0.3177755710029791,2.9026812313803374,2.886295928500496,1.9667328699106255,1.3003972194637536,1.1087388282025818,1.0953326713008937,1.0337636544190665,0.7363455809334657,0.403674280039722,0.0,0.285810379847891,0.25578096183855864,0.3401825329580999,0.38596491228070173,-0.5,-0.5,-9.0,1.93,1.88
